identifier,smiles
CNP0375652.1,CN1C(=O)[C@@]23SS[C@@]1(CO)C(=O)N2[C@@H]1NC2=CC=CC=C2[C@]1([C@@]12C4=CC=CC=C4N[C@@H]1N1C(=O)[C@@]4(CO)SS[C@]1(C(=O)N4C)[C@@H]2O)[C@@H]3O
CNP0381287.1,CC(=O)OC1=CC(OC(C)=O)=C2C(=C1)O[C@H](C1=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C1)[C@@H](OC(C)=O)[C@@H]2C1=C(OC(C)=O)C=C(OC(C)=O)C2=C1O[C@H](C1=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C1)[C@@H](OC(C)=O)[C@@H]2C1=C(OC(C)=O)C=C(OC(C)=O)C2=C1O[C@H](C1=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C1)[C@@H](OC(C)=O)C2
CNP0395531.3,OC1=CC=C2C=C1OC1=CC=C(C=C1)C[C@@H]1CN[C@H](CN1)C2
CNP0396266.1,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCCC3=CC=C(O)C(O)=C3)[C@H](O[C@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2OC(=O)C=CC2=CC=C(O)C(O)=C2)[C@H](O)[C@H](O)[C@H]1O
CNP0396266.2,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCCC3=CC=C(O)C(O)=C3)[C@H](O[C@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2OC(=O)/C=C\C2=CC=C(O)C(O)=C2)[C@H](O)[C@H](O)[C@H]1O
CNP0402702.1,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@H](O[C@]3(COC(=O)/C=C/C4=CC=C(O)C=C4)O[C@H](COC(=O)/C=C/C4=CC=C(O)C=C4)[C@@H](O)[C@@H]3OC(=O)/C=C/C3=CC=C(O)C=C3)[C@H](OC(C)=O)[C@@H](O)[C@@H]2OC(C)=O)=CC=C1O
CNP0405458.1,COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](OC[C@H](O)C3=CC=C(O)C(O)=C3)O[C@@H]2CO[C@@H]2OC[C@](O)(CO)[C@H]2O)=CC=C1O
CNP0411552.1,CC1=CC(O)=CC2=C1[C@@H]1C[C@](C)(CC[C@@H]1C(C)C)O2
CNP0412962.1,CC(=O)OC1=CC(OC(C)=O)=C2C[C@@H](OC(C)=O)[C@H](C3=CC(OC(C)=O)=C(OC(C)=O)C=C3C3=C(OC(C)=O)C=C(OC(C)=O)C4=C3O[C@H](C3=CC=C(OC(C)=O)C(OC(C)=O)=C3)[C@@H](OC(C)=O)[C@H]4C3=C(OC(C)=O)C=C(OC(C)=O)C4=C3O[C@@H](C3=CC=C(OC(C)=O)C(OC(C)=O)=C3)[C@H](OC(C)=O)C4)OC2=C1
CNP0413664.1,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@@H](O[C@]3(COC(=O)/C=C/C4=CC=C(O)C=C4)O[C@H](COC(=O)/C=C/C4=CC=C(O)C=C4)[C@@H](O)[C@@H]3OC(=O)/C=C/C3=CC=C(O)C=C3)[C@H](OC(C)=O)[C@@H](O)[C@@H]2O)=CC=C1O
CNP0413664.2,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@H](O[C@@]3(COC(=O)/C=C/C4=CC=C(O)C=C4)O[C@H](COC(=O)/C=C/C4=CC=C(O)C=C4)[C@@H](O)[C@@H]3OC(=O)/C=C/C3=CC=C(O)C=C3)[C@H](OC(C)=O)[C@@H](O)[C@@H]2O)=CC=C1O
CNP0413664.3,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@H](O[C@]3(COC(=O)/C=C/C4=CC=C(O)C=C4)O[C@H](COC(=O)/C=C/C4=CC=C(O)C=C4)[C@@H](O)[C@@H]3OC(=O)/C=C/C3=CC=C(O)C=C3)[C@H](OC(C)=O)[C@@H](O)[C@@H]2O)=CC=C1O
CNP0419814.1,O=C(OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=CC(O)=C5C(=C4)O[C@H](C4=CC(O)=C(O)C(O)=C4)[C@@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@@H]5C4=C(O)C=C(O)C5=C4O[C@H](C4=CC=C(O)C(O)=C4)[C@@H](O)[C@@H]5C4=C(O)C=C(O)C5=C4O[C@H](C4=CC(O)=C(O)C(O)=C4)[C@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@H]5C4=C(O)C=C(O)C5=C4O[C@H](C4=CC=C(O)C(O)=C4)[C@@H](O)[C@@H]5C4=C(O)C=C(O)C5=C4O[C@H](C4=CC(O)=C(O)C(O)=C4)[C@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@H]5C4=C(O)C=C(O)C5=C4O[C@H](C4=CC=C(O)C(O)=C4)[C@H](O)C5)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)C1=CC(O)=C(O)C(O)=C1
CNP0419867.2,CN1C(=O)[C@]23SSS[C@]1(C)C(=O)N2[C@H]1NC2=CC=CC=C2[C@@]1([C@@]12C4=CC=CC=C4N[C@@H]1N1C(=O)[C@@]4(C)SS[C@]1(C(=O)N4C)[C@H]2O)[C@@H]3O
CNP0421632.1,CC[C@@H]1OC(=O)[C@@H](C2=CNC=C2)[C@H]1[C@@H]1C#CC[C@@H]2C[C@@]3(O)C4=C5N[C@H](CO)C(=O)C[C@@H](C6=CC=C(O)C=C6)CSSC[C@H]6[C@@H](O)[C@@H](O)C[C@](C)([C@H]4[C@H]4C[C@H]7C#CC8=CC=CC=C8CNC(N)=NC[C@@H]7C3(C4)[C@H]2[C@@](C)(O)[C@@]2(O)CCC34[C@@H]([C@@H](C=C[C@@H]13)C=C1CC[C@H](C)C[C@@H]14)[C@H](C(O)O)C2)[C@@H]6C5=O
CNP0423524.1,NCCOC1=CC=C(/C=C/C(=O)CO[C@@]2(C(=O)O)C[C@@H](O)[C@H]3OC[C@@H](CCC4=CC=CC=C4)C[C@@H](C(=O)/C=C/C4=CC(O)=C(O)C=C4CO)O[C@]3(CNC3CCCC3)C2)C=C1O
CNP0423963.1,CC(=O)OC[C@@]12C=C[C@]([C@H]3CC[C@H](Br)C(C)(C)C3)(CC1)OO2
CNP0426661.1,COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H]2CO)=CC=C1O
CNP0427443.1,CC1=CC(=O)[C@@H]2[C@@H](C1)[C@]13C=C4N5C[C@@H]6O[C@@]5(CC[C@@]4(C)[C@]4(COC(=O)C4)[C@H]1[C@](O)(OC3)[C@@H]2C)C[C@@H](C)[C@H]6O
CNP0429156.1,C=C/C=C/CC/C=C/C=C/C=C/CC/C=C/[C@H](O)[C@H](O)[C@@H]1O[C@@H]([C@H](O)[C@H](O)C(=C)CC[C@@H](O)[C@H]2C[C@@H](O)[C@@H](O)[C@H]([C@@H](O)[C@H](O)/C=C(\C)CCC(O)CC(O)C(O)C(C)CC(O)C(O)CC(C)CCC(O)CC(=O)CC(O)CCCC(O)CCCCC(O)CO)O2)C[C@@H](O)[C@H]1O
CNP0431234.2,C[C@]12O[C@@H](C[C@@]1(O)C(=O)O)N1C3=CC=CC=C3C3=C4C(=O)NC(=O)C4=C4C5=CC=CC=C5N2C4=C31
CNP0431292.0,C=CC=CCCC=CC=CC=CCCC=CC(O)C(O)C1OC(C(O)C(O)C(=C)CCC(O)C2CC(O)C(O)C(C(O)C(O)C=C(C)CCC(O)CC(O)C(O)C(C)C(O)CCCC(O)CCCC(O)CCCC(O)C=CCC(O)C=CCC(O)CO)O2)CC(O)C1O
CNP0511129.5,C=CC[N@+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)C4=CC=CC=C4[C@]14C[C@H]2[C@@H]3[C@@H]4O
CNP0515815.1,CNCC1=C[C@]23C=C[C@H]4[C@H]5C(=O)C=C6[C@@H]7[C@H](CCC8=CC=CC=C8CC#C[C@@H](C8(CCCC8)C2)[C@]3(C[C@@H]4O)[C@]75C1)C[C@]1(C)[C@@H]([C@@]2([C@H]3O[C@@H]3[C@](C)(O)[C@](C)(CO)CCC3=CC=NC(N)=C3)C[C@H](C)CCO2)CC[C@@]61O
CNP0517409.1,CC1=C2N3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)N2C=[N+](C5=CC(C)=C(C)C=C52)[Co-3]325(C#N)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O
CNP0524485.1,COC(=O)[C@H]1/N=C(/O)[C@H]2/N=C(\O)[C@H](/N=C(\O)[C@@H]3/N=C(\O)[C@H]4/N=C(\O)[C@H](/N=C(\O)[C@H](N)C5=CC=C(O)C(=C5)OC5=CC4=CC(O)=C5C)[C@H](O)C4=CC=C(C=C4)OC4=CC3=CC(=C4OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C3O)OC3=CC=C(C=C3)C2OC2CC(N)C(O)C(C)O2)C2=CC(=C(O)C=C2)C2=C(OC3OC(CO)C(O)C(O)C3O)C=C(O)C=C21
CNP0524485.2,COC(=O)C1/N=C(/O)C2/N=C(\O)C(/N=C(\O)C3/N=C(\O)C4/N=C(\O)C(/N=C(\O)C(N)C5=CC=C(O)C(=C5)OC5=CC4=CC(O)=C5C)C(O)C4=CC=C(C=C4)OC4=CC3=CC(=C4O[C@@H]3O[C@@H](CO[C@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)OC3=CC=C(C=C3)C2O[C@@H]2C[C@H](N)[C@H](O)[C@@H](C)O2)C2=CC(=C(O)C=C2)C2=C(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)C=C(O)C=C21
CNP0532091.2,C=C1C(=O)[C@]23C[C@@H]1C[C@@H](O)[C@H]2C12C(O)O[C@@H]4OC(O)[C@](C)(CC[C@@H]1OC3=O)[C@@H]42
CNP0542777.1,CC1=C2N3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)N2C=[N+](C5=CC(C)=C(C)C=C52)[Co-3]325([OH2+])[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O
CNP0542777.2,CC1=C2N3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)N2C=[N+](C5=CC(C)=C(C)C=C52)[Co-3]325(O)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O
CNP0545091.1,C[C@@H]1CCO[C@]([C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5[C@@H]6C=C[C@@]78C=C(CCO)C[C@@]59[C@H]4[C@@H](CCC4=CC=CC=C4CC#C[C@@H](C4(CCCC4)C7)[C@@]89C[C@@H]6O)C[C@]23C)([C@H]2O[C@@H]2[C@](C)(O)[C@](C)(CO)CCC2=CC=NC(N)=C2)C1
CNP0548741.1,CC(=O)OC1=CC=C([C@@H]2[C@@H](C(=O)C3=CC=C(OC(C)=O)C=C3OC(C)=O)[C@H](C(=O)C3=CC=C(OC(C)=O)C=C3OC(C)=O)[C@H]2C2=CC=C(OC(C)=O)C=C2)C=C1
CNP0553949.1,CC1(C)C[C@H]2C[C@@](C)(CN2C(=O)NC2=CC=C3N=C(C4=CC=CC=N4)C(C4=CC=CC=N4)=NC3=C2)C1
CNP0561951.1,CC1=CC(C)=CC(C2=C3N=CC=C3C=[N+]2O[C@@H]2[C@@H](OC3=CC=C4C(=O)C(C5=CC=C(O)C=C5)=COC4=C3)O[C@@H]([C@@H](O)OC(=O)[C@H](NCCC=O)C(=O)[O-])[C@H](O)[C@]2(O)CO)=C1
CNP0566570.1,C[C@H]1CCO[C@]([C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5[C@@H]6C=C[C@@]78C=CC[C@@]59[C@H]4[C@@H](CCC4=CC=CC=C4CC#C[C@@H](C4(CCCC4)C7)[C@@]89C[C@@H]6O)C[C@]23C)([C@H]2O[C@@H]2[C@](C)(O)[C@](C)(CO)CCC2=CC=NC(N)=C2)C1
CNP0570868.1,CN[C@H](C(=O)[O-])C(=O)O[C@H](O)[C@@H]1O[C@H](OC2=CC=C3C(=O)C(C4=CC=C(O)C=C4)=COC3=C2)[C@@H](O[N+]2=C(C3=CC(C)=CC(CCCCO)=C3)C3=NC=CC3=C2)[C@H](O)[C@H]1O
CNP0579946.0,CNC1C(O)=NC2C(O)=NC(C(O)=NC3C(O)=NC4C(O)=NC(C(O)=NC(C(=O)O)C5=CC(O)=CC(OC6OC(CO)C(O)C(O)C6O)=C5C5=CC4=CC=C5O)C(O)C4=CC(Cl)=C(OC5=CC3=CC(=C5OC3OC(NC(=O)CCCCCCCC(C)C)C(O)C(O)C3CO)OC3=CC=C(C=C3Cl)C2O)C(Cl)=C4)C2=C(Cl)C(O)=CC(=C2)OC2=C(O)C=CC1=C2
CNP0582744.1,CN[C@H](CCO)[C@@H](C(=O)[O-])C(=O)O[C@H](O)[C@@H]1O[C@H](OC2=CC=C3C(=O)C(C4=CC=C(O)C=C4)=COC3=C2)[C@@H](O[N+]2=C(C3=CC(C)=CC(C)=C3)C3=NC=CC3=C2)[C@H](O)[C@H]1O
CNP0586259.1,C[C@H](O)CNNC1=CC(CCO[C@@H]2[C@H]3OC4=C(C=C5C(=O)C6=CC=C(CO)C=C6C(=O)C5=C4OC[C@H](O)CC=O)[C@@H](C4=CC=CC=C4N4CN[C@@H]5C(=O)N[C@@H](N)N[C@@H]54)[C@H](CCCO)COC4(CCCC4)[C@H](O3)[C@H](O)[C@H]2O)=CC=N1
CNP0586283.1,CN[C@](O)(CCO)[C@@H](C(=O)[O-])C(=O)O[C@H](O)[C@@H]1O[C@H](OC2=CC=C3C(=O)C(C4=CC=C(O)C=C4)=COC3=C2)[C@@H](O[N+]2=C(C3=CC(C)=CC(C)=C3)C3=NC=CC3=C2)[C@H](O)[C@H]1O
CNP0591269.1,C[C@H](O)CNNC1=CC([C@H](CO)CO[C@@H]2[C@H]3OC4=C(C=C5C(=O)C6=CC=C(CO)C=C6C(=O)C5=C4OC[C@H](O)CC=O)[C@@H](C4=CC=CC=C4N4CN[C@H]5C(=O)N[C@@H](N)N[C@@H]54)[C@H](CCCO)COC[C@H](O3)[C@H](O)[C@H]2O)=CC=N1
CNP0592205.0,CC(=O)OC1C2CC(=C(C)C1C1(C3CC4CC(=C3C)C4(C)C)CC3CC(=C1C)C3(C)C)C2(C)C
CNP0592563.1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)C(O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
CNP0594702.1,CCOC(=O)[C@@H]1CCCN(C(=O)CCC(=O)O[C@@H]2O[C@@H]3O[C@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)C1
CNP0594702.2,CCOC(=O)[C@@H]1CCCN(C(=O)CCC(=O)O[C@@H]2O[C@@H]3O[C@]4(C)CC[C@@H]5[C@H](C)CC[C@H]([C@H]2C)[C@@]35OO4)C1
CNP0594702.3,CCOC(=O)[C@@H]1CCCN(C(=O)CCC(=O)O[C@@H]2O[C@@H]3O[C@]4(C)CC[C@@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)C1
CNP0594702.4,CCOC(=O)[C@@H]1CCCN(C(=O)CCC(=O)O[C@@H]2O[C@@H]3O[C@]4(C)CC[C@H]5[C@H](C)CC[C@H]([C@H]2C)[C@@]35OO4)C1
CNP0595801.0,OC1=CC=C2C=C1C1=CC(=CC=C1O)CC(O)C(O)CCC(O)C2
CNP0596445.1,CCCCCCCCCCCCCCCC(=O)NC(C[S+]([O-])CC(CO)C[C@@H]1C[C@H](O)[C@]2(C)O[C@@H]3C[C@@H]4O[C@@H]5C[C@]6(C)O[C@]7(C)CC[C@@H]8O[C@@H]9C[C@]%10(C)O[C@@H]%11C(C)=CC(=O)O[C@H]%11C[C@H]%10O[C@H]9C[C@@H](C)[C@H]8O[C@H]7C[C@H]6O[C@@]5(C)C/C=C\[C@H]4O[C@H]3C[C@H]2O1)C(=O)O
CNP0598724.1,COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O[C@]3(COC(=O)/C=C/C4=CC=C(O)C=C4OC)O[C@H](CO)[C@@H](O)[C@@H]3OC(=O)C3=CC=CC=C3)O[C@@H]2COC(C)=O)=CC=C1O
CNP0600448.1,CC1=C2C(=N)C[C@@]3(C)C(=O)C(C)(C)[C@@H](C3=C2N)C(C)(C)C1=O
CNP0603814.1,CC1=C[C@H]2[C@@H](O)[C@H](C)[C@@H](O)[C@@H]2[C@H]2[C@@H]3[C@H]4C(=O)OC5CC[C@@](C)(O[C@@H]4[C@@H]5C)[C@@H]3C[C@@H]12
CNP0086402.0,CC(=O)CCC(=O)OCC1OC(OC2C(COCC3=CC=CC=C3)OC(OC3C(COCC4=CC=CC=C4)OC(OCC[Si](C)(C)C)C(OCC4=CC=CC=C4)C3OCC3=CC=CC=C3)C(OCC3=CC=CC=C3)C2OCC2=CC=CC=C2)C(NC(C)=O)C(O)C1O
CNP0090078.2,CN[C@@H]1[C@H]2C=C[C@@]3(C[C@](O)(C(=O)O)[C@H](CC4=CC=CC=C4)[C@@H](OC(=O)/C=C/C4=CC=C(O)C(O)=C4)[C@]13OC(=O)/C=C/C1=CC=C(O)C(O)=C1)OC2
CNP0092554.1,CCC1=CC=CC(C[C@@H]2[C@@H](OC(=O)/C=C/C3=CC=C(O)C(O)=C3)[C@@]3(OC(=O)/C=C/C4=CC=C(O)C(O)=C4)[C@@H](C[C@]2(O)C(=O)O)OCC[C@@]3(O)NC)=C1
CNP0092869.1,OC1=CC=C([C@H]2OC3=CC4=C([C@@H]5C6=C(O)C=C(O)C=C6O[C@@](C6=CC=C(O)C=C6)(O4)[C@@H]5O)[C@H](O)[C@@H]3C[C@@H]2O)C=C1
CNP0096801.1,NCCOC1=CC=C(/C=C/C(=O)CO[C@@]2(C(=O)O)C[C@@H](O)[C@H]3OC[C@@H](CCC4=CC=CC=C4)C[C@@H](C(=O)/C=C/C4=CC(O)=C(O)C=C4CO)O[C@]3([C@H](CO)NC3CCCCC3)C2)C=C1O
CNP0096825.1,NCCOC1=CC=C(/C=C/C(=O)CO[C@@]2(C(=O)O)C[C@@H](O)[C@H]3OC[C@@H](CCC4=CC=CC=C4)C[C@@H](C(=O)/C=C/C4=CC(O)=C(O)C=C4CO)O[C@]3([C@H](CO)NC3CCCC3)C2)C=C1O
CNP0099871.2,CN[C@]1(O)[C@H]2C=C[C@@]3(C[C@](O)(C(=O)O)[C@H](CC4=CC=CC=C4)[C@@H](OC(=O)/C=C/C4=CC=C(O)C(O)=C4)[C@@]31OC(=O)/C=C/C1=CC=C(O)C(O)=C1)OC2
CNP0102202.1,CN[C@@]1(O)[C@H]2C=C(O)[C@@]3(C[C@](O)(C(=O)O)[C@H](CC4=CC=CC=C4)[C@@H](OC(=O)/C=C(\O)C4=CC=C(O)C(O)=C4)[C@]13OC(=O)/C=C/C1=CC=C(O)C(O)=C1)OC2
CNP0103337.1,O=C(OC1=CC([C@H]2OC3=C(C(O)=CC(O)=C3[C@H]3C4=C(O)C=C(O)C=C4O[C@H](C4=CC=C(O)C(O)=C4)[C@H]3O)[C@H](C3=C(O)C=C(O)C4=C3O[C@@H](C3=CC=C(O)C(O)=C3)[C@H](O)C4)[C@@H]2O)=CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1
CNP0103805.1,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@@H](OCCC3=CC=C(O)C(O)=C3)[C@H](O[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H]2O)=CC=C1O
CNP0114563.1,CCC(C)CCCCCCCCCCCCC(O)C(CO[C@@H]1O[C@@H]([C@H](O)CO)[C@H](O)[C@H]1O)NC(=O)C(O)CCCCCCCCCCCC(C)CC
CNP0114563.2,CC[C@@H](C)CCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@@H]([C@H](O)CO)[C@H](O)[C@H]1O)[C@@H](O)CCCCCCCCCCCC[C@@H](C)CC
CNP0120416.1,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@@](CO)(O[C@H]3O[C@H](COC(C)=O)[C@@H](OC(=O)/C=C/C4=CC=C(O)C=C4)[C@H](O)[C@H]3O)[C@@H](OC(=O)/C=C/C3=CC=C(O)C(OC)=C3)[C@@H]2O)=CC=C1O
CNP0121175.6,CC1(C)OC(=O)C=C[C@@]2(C)[C@@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@H](C3=C[C@@H](O)OC3=O)OC(=O)[C@@H]3O[C@]321
CNP0123099.1,CC[C@]12SS[C@]3(C(=O)N1C)[C@@H](O)[C@]1([C@@]45C6=CC=CC=C6N[C@@H]4N4C(=O)[C@]6(C(C)O)SS[C@]4(C(=O)N6C)[C@H]5O)C4=CC=CC=C4N[C@@H]1N3C2=O
CNP0123147.1,CC(=O)OC1=CC(OC(C)=O)=C2C(=C1)O[C@H](C1=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C1)[C@H](OC(=O)C1=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C1)[C@H]2C1=C(OC(C)=O)C=C(OC(C)=O)C2=C1O[C@H](C1=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C1)[C@@H](OC(C)=O)C2
CNP0124378.1,COC1=CC([C@@H]2CC(=O)C3[C@H](O)C4C(C#C[C@@H]2CC2=CC=CC=C2)[C@H]2CC#C[C@]56C=C[C@@H]3C3=CC7=CC(=C35)C[C@H](CSSCC3=C5C=C([C@@H](O)C[C@@H]5C5=C[C@@H]8CCCC89C[C@]58[C@H]3C[C@H](N2)[C@@]42C3=CC(O)=C(O)C=C3[C@@H]9C[C@@H]82)C72CCCCC2)[C@H]6O)=C(CO)C=C1O
CNP0130770.1,COC1=CC(C=CC(=O)OC[C@H]2O[C@@H](O[C@@H]3[C@@H](O[C@H]4OC[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](OCCC4=CC=C(O)C(O)=C4)O[C@H](CO)[C@H]3OC(=O)C=CC3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)=CC=C1O
CNP0130770.2,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@@H](O[C@@H]3[C@@H](O[C@H]4OC[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](OCCC4=CC=C(O)C(O)=C4)O[C@H](CO)[C@H]3OC(=O)/C=C/C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)=CC=C1O
CNP0133569.1,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@@](COC(=O)/C=C/C3=CC=C(O)C=C3)(O[C@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](O)C3OC(C)=O)[C@@H](OC(=O)/C=C/C3=CC=C(O)C(OC)=C3)[C@@H]2O)=CC=C1O
CNP0243746.40,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@H]1O
