identifier,smiles
CNP0243746.41,CC[C@H]1[C@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O
CNP0243746.42,CC[C@@H]1[C@H]2C[C@@H]3[C@H]4N(C)C5=CC=CC=C5[C@]45C[C@@H]([C@@H]2[C@@H]5O)N3[C@@H]1O
CNP0243746.43,CC[C@H]1[C@H]2C[C@@H]3[C@H]4N(C)C5=CC=CC=C5[C@@]45C[C@@H]([C@H]2[C@H]5O)N3[C@H]1O
CNP0243746.44,CC[C@@H]1[C@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@@]45C[C@@H]([C@H]2[C@@H]5O)N3[C@@H]1O
CNP0243746.45,CC[C@@H]1[C@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@@H]1O
CNP0243746.47,CC[C@H]1[C@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]45C[C@@H]([C@H]2[C@@H]5O)N3[C@@H]1O
CNP0243746.49,CC[C@@H]1[C@H]2C[C@@H]3[C@H]4N(C)C5=CC=CC=C5[C@@]45C[C@@H]([C@H]2[C@@H]5O)N3[C@H]1O
CNP0243746.50,CC[C@H]1[C@H]2C[C@H]3[C@H]4N(C)C5=CC=CC=C5[C@]45C[C@@H]([C@H]2[C@@H]5O)N3[C@@H]1O
CNP0243746.51,CC[C@H]1[C@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]45C[C@@H]([C@H]2[C@@H]5O)N3[C@H]1O
CNP0243746.52,CC[C@@H]1[C@@H]2C[C@@H]3[C@H]4N(C)C5=CC=CC=C5[C@]45C[C@@H]([C@@H]2[C@@H]5O)N3[C@@H]1O
CNP0243746.53,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@@H]1O
CNP0243746.54,CC[C@H]1[C@@H]2C[C@@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@@H]1O
CNP0243746.55,CC[C@H]1[C@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]45C[C@@H]([C@@H]2[C@@H]5O)N3[C@H]1O
CNP0243746.56,CC[C@@H]1[C@@H](O)N2C3C[C@H]1C1C(O)[C@]4(C[C@@H]12)C1=CC=CC=C1N(C)[C@@H]34
CNP0243746.58,CC[C@@H]1[C@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@@]45C[C@@H]([C@@H]2[C@@H]5O)N3[C@H]1O
CNP0243746.59,CC[C@H]1[C@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@@H]1O
CNP0243746.60,CC[C@@H]1[C@H]2C[C@@H]3[C@H]4N(C)C5=CC=CC=C5[C@@]45C[C@@H]([C@H]2[C@@H]5O)N3[C@@H]1O
CNP0243746.61,CC[C@H]1[C@H]2C[C@H]3[C@H]4N(C)C5=CC=CC=C5[C@]45C[C@@H]([C@H]2[C@@H]5O)[N@@]3[C@@H]1O
CNP0246711.1,CC(=O)OC1=CC=C(C(=O)O[C@@H]2CC3=C(OC(C)=O)C=C(OC(C)=O)C([C@H]4C5=C(OC(C)=O)C=C(OC(C)=O)C=C5O[C@H](C5=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C5)[C@@H]4OC(C)=O)=C3O[C@@H]2C2=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C2)C=C1
CNP0253706.3,COC(=O)[C@@]1(O)C[C@H]2O[C@@]1(C)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C31
CNP0256693.1,COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H]2CO)=CC=C1O
CNP0257732.1,COC1=CC(N[C@@H](C)CCCN2C(=O)[C@H](C(N)=O)[C@H]3C[C@@]2(C)OC2=CC=CC=C23)=C2N=CC=CC2=C1
CNP0257732.2,COC1=CC(N[C@H](C)CCCN2C(=O)[C@@H](C(N)=O)[C@H]3C[C@@]2(C)OC2=CC=CC=C23)=C2N=CC=CC2=C1
CNP0257732.3,COC1=CC(N[C@@H](C)CCCN2C(=O)[C@@H](C(N)=O)[C@H]3C[C@@]2(C)OC2=CC=CC=C23)=C2N=CC=CC2=C1
CNP0178411.1,CC(=O)OC1=CC=C([C@H]2OC3=C([C@H]4C5=C(OC(C)=O)C=C(OC(C)=O)C([C@H]6C7=C(OC(C)=O)C=C(OC(C)=O)C=C7O[C@H](C7=CC=C(OC(C)=O)C=C7)[C@H]6OC(C)=O)=C5O[C@H](C5=CC=C(OC(C)=O)C=C5)[C@H]4OC(C)=O)C(OC(C)=O)=CC(OC(C)=O)=C3[C@H](OC(C)=O)[C@@H]2OC(C)=O)C=C1
CNP0179318.2,OC1=CC(O)=C2C(=C1)O[C@@]1(C3=CC=C(O)C(O)=C3)OC3=CC(O)=C4C(=C3[C@H]2[C@H]1O[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O)O[C@H](C1=CC=C(O)C(O)=C1)[C@H](O)C4C1=C(O)C=C(O)C2=C1O[C@H](C1=CC=C(O)C(O)=C1)[C@H](O)C2
CNP0181111.1,COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4OC[C@](O)(CO)[C@H]4O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H]2CO)=CC=C1O
CNP0182554.1,CN[C@H]1[C@@H](O[C@@H]2/C3=C/C#C[C@H]4O[C@@]4([C@H]4COC(=O)O4)C#CC3=C[C@H]2OC(=O)C2=C(O)C=CC3=C(C)C=C(OC)C=C23)O[C@H](C)[C@H](O)[C@@H]1O
CNP0182554.2,CNC1C(O[C@H]2/C3=C/C#C[C@H]4O[C@@]4(C4COC(=O)O4)C#CC3=C[C@@H]2OC(=O)C2=C(O)C=CC3=C(C)C=C(OC)C=C23)OC(C)C(O)C1O
CNP0189036.1,COC(=O)CCCCCCCCO[C@@H]1O[C@H](C)[C@@H](O[C@H]2O[C@@H](COCC3=CC=CC=C3)[C@H](OCC3=CC=CC=C3)[C@@H](OCC3=CC=CC=C3)[C@@H]2O[C@H]2O[C@@H](COC(C)=O)[C@H](OC(=O)C3=CC=CC=C3)[C@@H](OC(=O)C3=CC=CC=C3)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
CNP0189869.1,O=C(OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=C2)O[C@H](C2=CC=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H]3C2=C(O)C=C(O)C3=C2O[C@H](C2=CC=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H]3C2=C(O)C=C(O)C3=C2O[C@H](C2=CC=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H]3C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C3=C2O[C@H](C2=CC=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)C3)[C@H](O)[C@@H](O)[C@@H]1O)C1=CC(O)=C(O)C(O)=C1
CNP0194653.1,COC1=CC(C=CC(=O)O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O[C@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H]2CO)=CC=C1O
CNP0194653.2,COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O[C@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H]2CO)=CC=C1O
CNP0197576.1,C[C@@H]1N[C@H]2N(C1=O)C1=CC=CC=C1[C@@]21C[C@H]2C(=O)N(C)[C@H](O1)C1=NC3=CC=CC=C3C(=O)N12
CNP0200496.1,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@@](COC(=O)/C=C/C3=CC=C(O)C=C3)(O[C@H]3O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]3OC(C)=O)[C@@H](OC(=O)/C=C/C3=CC=C(O)C(OC)=C3)[C@@H]2O)=CC=C1O
CNP0203440.1,O=C(O[C@@H]1[C@@H](C2=C(O)C=C(O)C3=C2O[C@H](C2=CC(O)=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)C3)C2=C(O)C=C(O)C([C@H]3C4=C(O)C=C(O)C([C@H]5C6=C(O)C=C(O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H](O)[C@H]9O)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)C=C6O[C@H](C6=CC(O)=C(O)C(O)=C6)[C@@H]5OC(=O)C5=CC(O)=C(O)C(O)=C5)=C4O[C@H](C4=CC(O)=C(O)C(O)=C4)[C@@H]3OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1
CNP0210447.1,NCCOC1=CC=C(/C=C/C(=O)CO[C@@]2(C(=O)O)C[C@@H](O)[C@H]3OC[C@@H](CCC4=CC=CC=C4)C[C@@H](C(=O)/C=C/C4=CC(O)=C(O)C=C4CO)O[C@]3(CNC3CCCCC3)C2)C=C1O
CNP0217627.3,COC1=CC(/C=C/C(=O)O[C@@H]2[C@@H](OC3=CC(O)=CC4=C3C[C@H](O)[C@@H](C3=CC=C(O)C(O)=C3)O4)O[C@@H](COC(=O)/C=C/C3=CC=C(O)C=C3)[C@H](O)[C@H]2O)=CC=C1O
CNP0217627.4,COC1=CC(/C=C/C(=O)O[C@H]2[C@H](OC3=CC(O)=CC4=C3C[C@H](O)[C@@H](C3=CC=C(O)C(O)=C3)O4)O[C@H](COC(=O)/C=C/C3=CC=C(O)C=C3)[C@@H](O)[C@@H]2O)=CC=C1O
CNP0219413.1,COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H]2CO)=CC=C1O
CNP0219413.2,COC1=CC(/C=C/C(=O)O[C@@H]2[C@@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](OCCC3=CC=C(O)C(O)=C3)O[C@H]2CO)=CC=C1O
CNP0219413.3,COC1=CC(/C=C\C(=O)O[C@H]2[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](O[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H]2CO)=CC=C1O
CNP0223587.4,C=C(C)[C@@H]1CC(=O)[C@H]2[C@H](C1)[C@@H]1C(=O)O[C@@H]3C[C@@]4(C)O[C@H]2C(=O)[C@@H]4[C@H]13
CNP0226619.3,CN1C(=O)C23SSSS[C@]1(C)C(=O)N2[C@H]1NC2=CC=CC=C2[C@@]1([C@@]12C4=CC=CC=C4N[C@@H]1N1C(=O)[C@@]4(C)SS[C@]1(C(=O)N4C)[C@H]2O)[C@@H]3O
CNP0229226.2,CC(C)[C@@]12SS[C@]3(C(=O)N1C)[C@@H](O)[C@]1([C@]45C6=CC=CC=C6N[C@H]4N4C(=O)[C@@]6(CO)SS[C@]4(C(=O)N6C)[C@H]5O)C4=CC=CC=C4N[C@@H]1N3C2=O
CNP0231459.2,C[C@H]1[C@H](O)[C@@]2(O[C@H]3C[C@]4(O)C5=CC(=O)[C@H]6[C@H](C7=CC=C(O)C(O)=C7)[C@@H](O)[C@@H](OCCCO)C[C@]6(C)[C@@H]5CC[C@]4(C)[C@@H]3[C@]2(O)CCO)[C@H]2C=C[C@@]1(C)CC2
CNP0335311.3,C=C/C=C/CC/C=C/C=C/C=C/CC/C=C/C(O)C(O)[C@@H]1OC(C(O)[C@H](O)C(=C)CCC(O)[C@H]2C[C@@H](O)C(O)[C@H](C(O)[C@H](O)/C=C(\C)CCC(O)CC(O)[C@H](O)[C@@H](C)CC(O)C(O)CCCCCC(O)CCCC(O)/C=C/CC(O)/C=C/C[C@H](O)CO)O2)C[C@@H](O)[C@H]1O
CNP0335311.4,C=C/C=C/CC/C=C/C=C/C=C/CC/C=C/[C@H](O)[C@H](O)[C@@H]1O[C@@H]([C@H](O)[C@H](O)C(=C)CC[C@@H](O)[C@H]2C[C@@H](O)[C@@H](O)[C@H]([C@@H](O)[C@H](O)/C=C(\C)CC[C@H](O)C[C@H](O)[C@H](O)[C@@H](C)C[C@H](O)[C@@H](O)CCCCC[C@@H](O)CCC[C@@H](O)/C=C/C[C@@H](O)/C=C/C[C@@H](O)CO)O2)C[C@@H](O)[C@H]1O
CNP0336344.2,C=C/C=C/CC/C=C/C=C/C=C/CC/C=C/[C@H](O)[C@@H](O)[C@H]1O[C@@H]([C@@H](O)[C@@H](O)C(=C)CC[C@@H](O)[C@H]2C[C@@H](O)[C@H](O)[C@@H]([C@@H](O)[C@@H](O)/C=C(\C)CC[C@@H](O)C[C@@H](O)[C@@H](O)[C@@H](C)C[C@@H](O)[C@@H](O)[C@H](C)CC[C@H](O)CCC[C@H](O)CCC[C@H](O)CCC[C@@H](O)/C=C/C[C@H](CO)OS(=O)(=O)O)O2)C[C@@H](O)[C@@H]1O
CNP0337518.2,CC[C@H]1[C@H]2C[C@@H]3[C@@H]4N(C)C5=CC=CC=C5[C@@]45C[C@H]([C@H]2[C@H]5OC(C)=O)N3[C@H]1OC(C)=O
CNP0337518.3,CC[C@@H]1[C@@H](OC(C)=O)N2C3C[C@H]1C1C(OC(C)=O)[C@]4(C[C@@H]12)C1=CC=CC=C1N(C)[C@@H]34
CNP0339712.1,CN[C@H]1[C@@H](O[C@@H]2/C3=C/C#C[C@H]4O[C@@]4([C@@H]4COC(=O)O4)C#CC3=C[C@H]2OC(=O)C2=C(C)C=CC3=C(C)C=C(OC)C=C23)O[C@H](C)[C@H](O)[C@@H]1O
CNP0341873.1,C[C@]1(N)N[C@H]2N(C1=O)C1=CC=CC=C1[C@]21C[C@H]2C(O)=N[C@](C)(O1)C1=NC3=CC=CC=C3C(=O)N12
CNP0342409.1,CC=C=CCC(=O)O[C@@H]1C[C@](C)(C(C)C(=O)OC)C(CC(=O)OC)[C@@]2(COC(C)=O)C1C1(C(C)=C[C@H](OC(C)=O)[C@@]3(C)[C@@H](OC(C)=O)C[C@@]4(C)CC13OC4=O)[C@@H](C)[C@@H]2OC(C)=O
CNP0344218.1,COC1=CC2=C(C=C1O)CCN[C@]21CS[C@@H]2C3=C(C4=C(OCO4)C(C)=C3OC(=O)CCCC[C@@H]3SCC4NC(=O)NC43)[C@H](COC1=O)N1C2C2C3=C(C=C(C)C(OC)=C3OC(=O)CCCCC3SCC4NC(=O)NC43)CC([C@@H]1C#N)N2C
CNP0347061.1,C=CCC/C=C/C=C/C=C/CC/C=C/[C@H](O)[C@@H](O)[C@H]1O[C@@H]([C@@H](O)[C@@H](O)C(=C)CC[C@@H](O)[C@H]2C[C@@H](O)[C@H](O)[C@@H]([C@@H](O)[C@@H](O)/C=C(\C)CC[C@@H](O)C[C@@H](O)[C@@H](O)[C@H](C)[C@H](O)[C@H](O)C/C=C/C[C@@H](O)/C=C/C[C@H](O)CCC[C@H](O)CCC[C@H](O)CO)O2)C[C@@H](O)[C@@H]1O
CNP0356027.1,O=C(OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC[C@H]4O[C@@H](OC5=CC(O)=C6C(=C5)O[C@H](C5=CC(O)=C(O)C(O)=C5)[C@@H](O)[C@@H]6C5=C(O)C=C(O)C6=C5O[C@H](C5=CC(O)=C(O)C(O)=C5)[C@@H](O)[C@@H]6C5=C(O)C=C(O)C6=C5O[C@H](C5=CC(O)=C(O)C(O)=C5)[C@H](O)[C@@H]6C5=C(O)C=C(O)C6=C5O[C@H](C5=CC(O)=C(O)C(O)=C5)[C@H](O)[C@@H]6C5=C(O)C=C(O)C6=C5O[C@H](C5=CC(O)=C(O)C(O)=C5)[C@H](O)[C@H]6C5=C(O)C=C(O)C6=C5O[C@H](C5=CC=C(O)C(O)=C5)[C@@H](O)C6)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)C1=CC(O)=C(O)C(O)=C1
CNP0358280.1,CC(=O)OC[C@H]1O[C@H](O[C@H]2[C@H](O[C@H]3C(=O)C4=C(OC(C)=O)C=C(OC(C)=O)C=C4O[C@@H]3C3=CC=C(OC(C)=O)C(OC(C)=O)=C3)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1O
CNP0359865.3,C=CC[C@@]12C=C(OC)C(=O)[C@](OC)([C@H](C3=CC=C4OCOC4=C3)[C@H]1C)[C@@H]2O
CNP0363061.1,CC(=O)O[C@H]1C[C@@H](O)CC[C@@]2(C#C[C@H]3CCC[C@H]4C[C@H](CCN4)OC4=C(O)C=C(CO)C(=C4)C[C@@H]13)CNC(=N)NC[N@@]1CC3C[C@@H](C1)C[N@](C[C@@H]2O)[C@@H]3CO
CNP0365299.1,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O[C@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@H](CO)[C@H]2OC(=O)C=CC2=CC=C(O)C(O)=C2)[C@H](O)[C@H](O)[C@H]1O
CNP0365299.10,C[C@H]1O[C@@H](O[C@H]2[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H](CO)[C@@H]2OC(=O)/C=C/C2=CC=C(O)C(O)=C2)[C@H](O)[C@H](O)[C@H]1O
CNP0365299.11,C[C@@H]1O[C@H](O[C@H]2[C@H](O[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H](CO)[C@@H]2OC(=O)/C=C\C2=CC=C(O)C(O)=C2)[C@@H](O)[C@H](O)[C@H]1O
CNP0276158.1,CN[C@H]1[C@@H](O[C@H]2C3CC#C[C@H]4O[C@@]4([C@@H]4COC(=O)O4)C#CC3=C[C@H]2OC(=O)C2=C(O)C=CC3=C(C)C=C(OC)C=C23)O[C@H](C)[C@H](O)[C@@H]1O
CNP0279055.1,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@@](COC(=O)/C=C/C3=CC=C(O)C=C3)(O[C@H]3O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]3OC(C)=O)[C@@H](OC(=O)/C=C/C3=CC=C(O)C=C3)[C@@H]2O)=CC=C1O
CNP0279055.2,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@@](COC(=O)/C=C/C3=CC=C(O)C=C3)(O[C@H]3O[C@H](COC(C)=O)[C@H](O)[C@H](O)[C@H]3OC(C)=O)[C@@H](OC(=O)/C=C/C3=CC=C(O)C=C3)[C@@H]2O)=CC=C1O
CNP0279734.1,O=C(/C=C/C1=CC=C(O)C(O)=C1)O[C@H]1[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](OCCC2=CC=C(O)C(O)=C2)O[C@@H]1CO
CNP0282702.3,CC1(C)C[C@@](O)(C[C@@H]2CC[C@@]34C(=O)O[C@](C)(CC[C@@H]3Br)[C@@H]24)CC[C@@H]1Br
CNP0286114.1,COC1=CC(/C=C/C(=O)OC[C@H]2O[C@@H](OC3=CC4=C(O[C@@H]5O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@H](O)[C@H]5O)C=C(O)C=C4O[C@@H]3C3=CC=C(O)C(O)=C3)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)=CC=C1O
CNP0286655.1,C=C(CC1=CC2=CC=CC=C2N1)[C@]12[C@@H]3C#C[C@H](N/C(=N\CCCO)NC)C[C@@]4(O)[C@H]5[C@H]1CC[C@@H]1[C@H]2C(=CC[C@@]1(O)[C@H]5C[C@@H]4O)C=C3
CNP0286793.2,CC(C)C12SSSS[C@]3(C(=O)N1C)[C@@H](O)C1([C@]45C6=CC=CC=C6N[C@H]4N4C(=O)[C@]6(C(C)C)SS[C@@]4(C(=O)N6C)[C@H]5O)C4=CC=CC=C4N[C@@H]1N3C2=O
CNP0286793.3,CC(C)[C@]12SSSS[C@]3(C(=O)N1C)[C@@H](O)[C@]1([C@]45C6=CC=CC=C6N[C@H]4N4C(=O)[C@@]6(C(C)C)SS[C@@]4(C(=O)N6C)[C@H]5O)C4=CC=CC=C4N[C@@H]1N3C2=O
CNP0287366.1,COC(=O)[C@@]1(OC)C[C@H]2O[C@@]1(C)N1C3=CC=CC=C3C3=C4CN(C)C(=O)C4=C4C5=CC=CC=C5N2C4=C31
CNP0287366.2,COC(=O)[C@@]1(OC)C[C@@H]2O[C@]1(C)N1C3=CC=CC=C3C3=C4CN(C)C(=O)C4=C4C5=CC=CC=C5N2C4=C31
CNP0288958.1,COC1=CC([C@@H]2[C@H]3CO[C@]4(O)C(=O)[C@H]2C=C([C@@H]2CC(=O)C5=C(O)C=C(O)C=C5O2)[C@H]34)=CC=C1O
CNP0294832.1,CC(=O)OC[C@H]1O[C@@H](OCCC2=CC=C(O)C(O)=C2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H]1OC(=O)/C=C/C1=CC=C(O)C(O)=C1
CNP0294832.2,CC(=O)OC[C@H]1O[C@@H](OCCC2=CC=C(O)C(O)=C2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@@H]2O)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H]1OC(=O)/C=C/C1=CC=C(O)C(O)=C1
CNP0295090.1,C=C1C(=O)[C@@]23C[C@H]1CC1O[C@H]4OC[C@]5([C@H](CC[C@@](C)(COC(C)=O)[C@@H]45)OC2=O)[C@H]13
CNP0295707.1,O=C(OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC[C@H]4O[C@@H](OC5=CC(O)=C6C(=C5)O[C@H](C5=CC=C(O)C(O)=C5)[C@H](OC(=O)C5=CC(O)=C(O)C(O)=C5)[C@H]6C5=C(O)C=C6O[C@H](C7=CC=C(O)C(O)=C7)[C@H](O)[C@@H](C7=C(O)C=C8O[C@H](C9=CC=C(O)C(O)=C9)[C@H](O)[C@@H](C9=C(O)C=C%10O[C@H](C%11=CC=C(O)C(O)=C%11)[C@H](O)[C@@H](C%11=C(O)C=C%12C(=C%11O)O[C@H](C%11=CC=C(O)C(O)=C%11)[C@H](O)[C@H]%12C%11=C(O)C=C%12C[C@@H](O)[C@@H](C%13=CC(O)=C(O)C(O)=C%13)OC%12=C%11O)C%10=C9O)C8=C7O)C6=C5O)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)C1=CC(O)=C(O)C(O)=C1
CNP0299169.1,COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H]2CO)=CC=C1O
CNP0299169.2,COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@@H]2CO)=CC=C1O
